Informe de palabras clave negativas
Todo el período
Palabra clave negativa	Palabra clave o lista	Campaña	Grupo de anuncios	Nivel	Tipo de concordancia
"""bancredit autos"""	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia de frase
"""rafael donde"""	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia de frase
[molo prestamo]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[financiación y créditos álvaro obregón méxico]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[http www lendon mx]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[préstamo compartamos banco en línea]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[el ruso prestamos]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[go crédito]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[prestao]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[donde puedo sacar un préstamo fácil y rápido]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[credito coppel dinero]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[pedir préstamo en santander]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[vivus prestamos en linea]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[préstamos de coppel]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[kueski préstamos]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[welp prestamos]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[presta facil empeño]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[fundación donde]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[prestamos sura]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[prestamo kubo]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[fonacot prestamos en linea]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[mi dinerito prestamos]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[lendon prestamo]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[quiero un préstamo urgente]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[solicitar un prestamo en elektra]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[money man app]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[prestamos en came]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[empeños azcapotzalco]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[prestamos exitus]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[prestamos en azteca]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[credito real mexico]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[financiera promujer]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[donde casa de empeño]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[super credito]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[financiera credex]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[prestamos bienestar]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[prestamo oportuno]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[nacional monte de piedad creditos]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[crédito automotriz santander]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[kubo prestamos]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[prestamos en fonacot]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[hsbc prestamos nomina]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[financieras sin checar buro]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[super cash prestamos]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[fin comun prestamos]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[aplicacion de prestamos]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[super efectivo prestamos]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[sin buro]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[empeño donde]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[financieras de carros]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[credicomun financiera]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[prestamos monte de piedad]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[prestamos first cash]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[prestamos financiera independencia]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[financiera apoyo economico]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[credito en linea sin buro]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[financieras sin checar buro de credito]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[crédito fácil y rápido]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[prestamistas de dinero urgente]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[financieras de autos]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[credito amigo]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[prestamos sin buro]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[un préstamo]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[auto fin]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[go credit]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[vender mi auto]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
"""crédito automotriz"""	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia de frase
[prestamo rapido online]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[empresas de creditos]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[solicitar un prestamo]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[prestamo para empresa]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[solicitar dinero]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[solicitar créditos]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[credito rápidos]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[necesito dinero]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[creditos online]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
banamex	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia amplia
bancomer	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia amplia
[taller]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[prestamos]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[emprendimiento progresivo préstamos]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[cashi crédito]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[préstamo baz]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[préstamos rápidos oxxo]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[préstamos inbursa vía nómina]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[casas de empeño xochimilco]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[crédito click cetelem]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[préstamos felices]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[prestas dinero]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[prestamos oxxo]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[crédito mx]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[mimoni online]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[colombianos prestan dinero en mexico]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[pedir prestamo en santander]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[banco afirme prestamos]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[compartamos banco prestamos para negocios]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[prestamos de dinero banco bbva]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[préstamos banorte nómina]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[como juntar dinero para un carro]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[creditea préstamos]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[empeño auto monte de piedad]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[creditos oxxo]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[refacil credito]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[prestamos bienestar economico]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[fundacion donde empeño]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[casas de empeño iztapalapa]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[creditea mexico]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[prestamo nacional monte de piedad]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[prestamos bienestar familiar]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[financiera kueski]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[dimex capital]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[credito en compartamos banco]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[financiera independencia prestamos]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[prestame dinero urgente]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[financieras en toluca]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[financiera credifiel]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[donde prestamos]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[prestamos del afore]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[prestamos con buro negativo]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[prestamos credy es confiable]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[créditas]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[prestamos sopori]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[usados bancor]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
"""credito de coche"""	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia de frase
[moneyman prestamos]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[obtener un prestamo]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[solicito prestamo]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[moneymotor]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[crèdito]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[préstamos en línea]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[prestamos seguros y confiables]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[presta facil casa de empeño]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[monte de piedad prestamos]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[prestamistas gota gota]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[crédito capital]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[prestamo banorte via nomina]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[www creditea com]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[prestamos si]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[prestamistas dinero]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[prestamos santander]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[prestamos en linea]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
"""banorte"""	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia de frase
[credito]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[secured car loan]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[loan money]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[free]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[crédito click cotizador]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[corporativo capital préstamos]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[prestamo spin by oxxo]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[buen crédito app]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[prestamo efectivo payjoy]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[crédito familiar préstamos]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[compartamos banco préstamo personal]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[www financiera monte de piedad com mx]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[lendon prestamos en linea]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[fast credito]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[prestamos con descuento via nomina santander]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[préstamos urgentes para hoy mismo]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[tala prestamos es confiable]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[colombianos prestamistas en mexico]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[prestamos prendarios depofin]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[confio credito]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[crédito ideal]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[prestamo feliz oficial]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[financieras de creditos grupales]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[como obtener prestamo]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[novo credito]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[prestamos en afirme]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[prestamo de 25 mil pesos]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[credito familiar sucursales]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[prestamos de 25 mil pesos]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[personas que prestan dinero a redito]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
"""autozen"""	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia de frase
"""quiero un carro"""	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia de frase
[crédito familiar sucursales]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[prestamos amiga]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[prestamos consupago]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[prestadero condusef]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[financieras para autos seminuevos]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[prestamos via nomina santander]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[prestamos kubo financiero]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[prestamo a cambio de coche]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[sifide prestamos]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[credito de coche]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[sin enganche]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[caja valladolid prestamos]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[credito cash telefono]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[con credito]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[prestamos de colombianos]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[prestamo 10 mil pesos]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[mas credito]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[came prestamo individual]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[prestamos para autos seminuevos]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[prestamos para taxi]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[first cash empeño]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[fonacot credito]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[credito de liquidez]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[prestamistas colombianos]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
en efectivo	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia amplia
"""credito para vehiculo"""	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia de frase
[préstamo personal santander]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[credito pagar deudas]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[necesito dinero urgente para pagar deudas pago como sea]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[solicitud de credito en linea]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[credinissan]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[pago facil prestamos]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[presto dinero inmediato]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[prestamos al momento]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[prestamo para negocios]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[crédito auto]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[empeños]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
"""financiamiento de carros"""	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia de frase
[prestar dinero]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[prestamos para empresas]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[infonavit]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[credita]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[prestamos inmediatos]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[prestamos dinero]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[autos nuevos]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
[creditos]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
issste	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia amplia
[prestamo]	Palabra clave	Search-empeño-2025	 --	Campaña	Concordancia exacta
